id,nombre,seccion,colonia,municipio,celular,email,latitud,longitud,segmento,canal,mensaje_tipo,fecha_contacto,encuestador
PP647-0122,Sergio Ibarra Mendoza,647,Las Conchas,Puerto Penasco,6382258981,,31.30137,-113.549415,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-09,Brigadista-06
PP647-0123,Fernando Lopez Ramirez,647,Puerto Viejo,Puerto Penasco,6384959345,,31.306917,-113.551889,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-07,Brigadista-06
PP647-0124,Fernando Celaya Celaya,647,Barrio Antiguo,Puerto Penasco,6382289923,,31.305241,-113.547749,Persuasión,Visita,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-17,Brigadista-06
PP647-0125,Leticia Gastelum Sanchez,647,Fraccionamiento del Mar,Puerto Penasco,6385366937,,31.30614,-113.551253,Multiplicadores,WhatsApp,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-01-28,Brigadista-10
PP647-0126,Fernando Reyes Esquer,647,Puerto Viejo,Puerto Penasco,6386361793,,31.306946,-113.551182,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-01,Brigadista-02
PP647-0127,Francisco Reyes Celaya,647,El Mirador,Puerto Penasco,6383036124,,31.303142,-113.549887,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-06,Brigadista-03
PP647-0128,Claudia Acosta Ramirez,647,Puerto Viejo,Puerto Penasco,6382103070,claudia.71@gmail.com,31.303562,-113.548315,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-17,Brigadista-07
PP647-0129,Sergio Ramirez Reyes,647,El Cholla,Puerto Penasco,,,31.305758,-113.548655,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-14,Brigadista-01
PP647-0130,Francisco Cardenas Ortiz,647,Ejido Coahuila,Puerto Penasco,,,31.303171,-113.548129,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-17,Brigadista-05
PP647-0131,Monica Mendoza Ramirez,647,La Marina,Puerto Penasco,,,31.305448,-113.550194,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-20,Brigadista-09
PP647-0132,Francisco Valenzuela Lopez,647,Centro,Puerto Penasco,6382362693,francisco.92@gmail.com,31.305073,-113.54756,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-05,Brigadista-10
PP647-0133,Jose Lizarraga Jimenez,647,La Marina,Puerto Penasco,6389102469,jose.97@gmail.com,31.305015,-113.550501,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-09,Brigadista-05
PP647-0134,Laura Torres Cardenas,647,Villa Bonita,Puerto Penasco,6386794356,,31.304274,-113.54892,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-23,Brigadista-06
PP647-0135,Guadalupe Perez Rodriguez,647,La Marina,Puerto Penasco,6387444964,,31.304172,-113.551183,Multiplicadores,WhatsApp,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-02-10,Brigadista-04
PP647-0136,Carmen Zazueta Bernal,647,Barrio Antiguo,Puerto Penasco,,,31.3045,-113.545341,Persuasión,Visita,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-28,Brigadista-10
PP647-0137,Carlos Ibarra Ramirez,647,Fraccionamiento del Mar,Puerto Penasco,6387136730,,31.304771,-113.548496,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-07,Brigadista-01
PP647-0138,Claudia Torres Cruz,647,Ejido Suviri,Puerto Penasco,6389389915,claudia.14@gmail.com,31.303411,-113.545991,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-23,Brigadista-12
PP647-0139,Ernesto Ramirez Cardenas,647,Villa Bonita,Puerto Penasco,6383726331,,31.304223,-113.548471,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-23,Brigadista-12
PP647-0140,Ernesto Lizarraga Ruiz,647,Los Medanos,Puerto Penasco,,,31.304569,-113.547545,Persuasión,Visita,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-07,Brigadista-06
PP647-0141,Ricardo Torres Ramos,647,Las Conchas,Puerto Penasco,6382843740,ricardo.66@gmail.com,31.305342,-113.547272,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-04,Brigadista-07
PP647-0142,Oscar Rodriguez Ramirez,647,Colonia Nuevo Penasco,Puerto Penasco,6386453426,,31.303902,-113.546798,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-14,Brigadista-09
PP647-0143,Alejandro Ochoa Cruz,647,El Mirador,Puerto Penasco,6385680950,,31.304837,-113.548013,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-29,Brigadista-05
PP647-0144,Monica Mendoza Jimenez,647,Playas de Encanto,Puerto Penasco,,,31.30438,-113.548353,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-18,Brigadista-07
PP647-0145,Guadalupe Jimenez Lopez,647,La Marina,Puerto Penasco,,,31.303453,-113.549083,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-20,Brigadista-06
PP647-0146,Veronica Mendoza Ramirez,647,Playas de Encanto,Puerto Penasco,,,31.306775,-113.550477,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-21,Brigadista-04
PP647-0147,Roberto Rodriguez Perez,647,Colonia Pescadores,Puerto Penasco,6386541407,,31.304732,-113.546957,Persuasión,Visita,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-21,Brigadista-11
PP647-0148,Oscar Ochoa Cruz,647,La Marina,Puerto Penasco,,oscar.92@gmail.com,31.303878,-113.544955,Persuasión,Email,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-18,Brigadista-02
PP647-0149,Juan Reyes Moreno,647,Fraccionamiento Penasco,Puerto Penasco,6381609681,,31.30616,-113.550336,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-09,Brigadista-08
PP647-0150,Laura Jimenez Acosta,647,Los Medanos,Puerto Penasco,6383251501,,31.305226,-113.549825,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-13,Brigadista-05
PP647-0151,Manuel Cruz Reyes,647,Ejido Suviri,Puerto Penasco,6388175669,,31.306146,-113.550691,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-20,Brigadista-07
PP647-0152,Alejandro Gastelum Ramos,647,Barrio Antiguo,Puerto Penasco,6385479421,,31.302785,-113.54963,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-03,Brigadista-10
PP647-0153,Elena Sanchez Jimenez,647,Ejido Coahuila,Puerto Penasco,,,31.304536,-113.548999,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-29,Brigadista-03
PP647-0154,Oscar Morales Ramos,647,Puerto Viejo,Puerto Penasco,6389816538,,31.305908,-113.549244,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-01,Brigadista-06
PP647-0155,Hector Torres Flores,647,Villa Bonita,Puerto Penasco,6389729882,,31.304556,-113.547901,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-27,Brigadista-04
PP647-0156,Miguel Bernal Moreno,647,Barrio Antiguo,Puerto Penasco,6381968662,,31.301462,-113.548689,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-02-27,Brigadista-05
PP647-0157,Juan Ibarra Bojorquez,647,Puerto Viejo,Puerto Penasco,,,31.305057,-113.546371,Activación,Visita,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-01-18,Brigadista-02
PP647-0158,Ricardo Gastelum Hernandez,647,El Cholla,Puerto Penasco,,,31.304164,-113.545247,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-06,Brigadista-02
PP647-0159,Roberto Garcia Martinez,647,La Marina,Puerto Penasco,6388767916,,31.304717,-113.547981,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-18,Brigadista-07
PP647-0160,Rosa Lopez Moreno,647,Centro,Puerto Penasco,6385037710,rosa.22@gmail.com,31.302975,-113.549456,Persuasión,Email,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-22,Brigadista-01
PP647-0161,Ana Ramirez Bernal,647,La Marina,Puerto Penasco,6384928578,,31.304792,-113.54874,Persuasión,Email,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-02,Brigadista-10
PP647-0162,Jorge Ramos Ruiz,647,El Cholla,Puerto Penasco,6389745141,jorge.48@gmail.com,31.305705,-113.547512,Activación,SMS,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-02-01,Brigadista-01
PP647-0163,Monica Lizarraga Rodriguez,647,Ejido Coahuila,Puerto Penasco,6387394713,,31.305748,-113.550777,Multiplicadores,SMS,Invitarlo a ser promotor — ya conoce a Alan y votaria por el.,2026-02-04,Brigadista-12
PP647-0164,Hector Ochoa Ramos,647,El Mirador,Puerto Penasco,6386045519,,31.303669,-113.550977,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-24,Brigadista-08
PP647-0165,Carmen Esquer Celaya,647,Puerto Viejo,Puerto Penasco,,,31.302478,-113.550254,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-09,Brigadista-04
PP647-0166,Juan Gonzalez Cruz,647,Colonia Nuevo Penasco,Puerto Penasco,6389042900,juan.52@gmail.com,31.305241,-113.549217,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-03,Brigadista-01
PP647-0167,Oscar Ramos Morales,647,Ejido Suviri,Puerto Penasco,6385015307,,31.30618,-113.550662,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-03-05,Brigadista-05
PP647-0168,Alejandro Celaya Bernal,647,Los Medanos,Puerto Penasco,6388818250,alejandro.70@gmail.com,31.30355,-113.548009,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-04,Brigadista-06
PP647-0169,Roberto Torres Martinez,647,Fraccionamiento del Mar,Puerto Penasco,,,31.303926,-113.549267,Activación,SMS,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-02-21,Brigadista-10
PP647-0170,Roberto Gastelum Ramos,647,Los Medanos,Puerto Penasco,,,31.302428,-113.54985,Activación,Email,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-03-16,Brigadista-11
PP647-0171,Leticia Acosta Flores,647,Ejido Coahuila,Puerto Penasco,6383839807,leticia.79@gmail.com,31.30444,-113.546235,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-15,Brigadista-03
PP647-0172,Ana Lopez Gonzalez,647,Las Conchas,Puerto Penasco,,,31.305494,-113.547943,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-10,Brigadista-03
PP647-0173,Maria Morales Bernal,647,Barrio Antiguo,Puerto Penasco,,,31.305944,-113.550342,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-23,Brigadista-11
PP647-0174,Leticia Martinez Garcia,647,Colonia Pescadores,Puerto Penasco,6381198826,leticia.45@gmail.com,31.304403,-113.547369,Primer contacto,Email,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-18,Brigadista-05
PP647-0175,Claudia Zazueta Acosta,647,El Mirador,Puerto Penasco,6384789255,claudia.20@gmail.com,31.303809,-113.550065,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-25,Brigadista-11
PP647-0176,Laura Perez Lopez,647,El Mirador,Puerto Penasco,,laura.98@gmail.com,31.304064,-113.54827,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-12,Brigadista-10
PP647-0177,Margarita Torres Zazueta,647,Puerto Viejo,Puerto Penasco,6386021033,margarita.40@gmail.com,31.303242,-113.544958,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-20,Brigadista-07
PP647-0178,Miguel Hernandez Bernal,647,Ejido Coahuila,Puerto Penasco,6381900876,miguel.39@gmail.com,31.303719,-113.547955,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-09,Brigadista-02
PP647-0179,Jose Mendoza Esquer,647,Los Medanos,Puerto Penasco,6384827527,,31.3064,-113.549066,Persuasión,Visita,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-16,Brigadista-07
PP647-0180,Sofia Gonzalez Hernandez,647,Fraccionamiento del Mar,Puerto Penasco,6383587398,,31.305334,-113.551467,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-06,Brigadista-11
PP647-0181,Carmen Garcia Ruiz,647,Barrio Antiguo,Puerto Penasco,6387038413,,31.30356,-113.549121,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-01-21,Brigadista-03
PP647-0182,Ernesto Moreno Perez,647,Centro,Puerto Penasco,6382503554,,31.30491,-113.548801,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-20,Brigadista-10
PP647-0183,Manuel Moreno Gastelum,647,Puerto Viejo,Puerto Penasco,6385072543,,31.303729,-113.549624,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-25,Brigadista-11
PP647-0184,Oscar Gonzalez Celaya,647,Fraccionamiento del Mar,Puerto Penasco,6385137094,,31.303976,-113.548773,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-15,Brigadista-10
PP647-0185,Laura Esquer Valenzuela,647,Colonia Pescadores,Puerto Penasco,6383283789,laura.87@gmail.com,31.303692,-113.545631,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-16,Brigadista-12
PP647-0186,Sofia Cardenas Gastelum,647,Fraccionamiento del Mar,Puerto Penasco,6387592357,,31.304457,-113.546763,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-15,Brigadista-10
PP647-0187,Luis Moreno Lizarraga,647,El Cholla,Puerto Penasco,6386080688,luis.94@gmail.com,31.306566,-113.55051,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-24,Brigadista-12
PP647-0188,Oscar Zazueta Bernal,647,Colonia Pescadores,Puerto Penasco,6381616817,,31.304168,-113.549218,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-07,Brigadista-12
PP647-0189,Carmen Perez Ramos,647,Ejido Coahuila,Puerto Penasco,,carmen.88@gmail.com,31.305469,-113.547983,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-17,Brigadista-10
PP647-0190,Laura Ibarra Perez,647,Centro,Puerto Penasco,,laura.38@gmail.com,31.303828,-113.546898,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-02-16,Brigadista-12
PP647-0191,Fernando Celaya Zazueta,647,Barrio Antiguo,Puerto Penasco,6389396422,fernando.13@gmail.com,31.305036,-113.547647,Persuasión,Visita,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-14,Brigadista-02
PP647-0192,Margarita Ochoa Bojorquez,647,Los Medanos,Puerto Penasco,6382637842,,31.303439,-113.54944,Persuasión,Visita,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-28,Brigadista-08
PP647-0193,Rosa Martinez Valenzuela,647,Playas de Encanto,Puerto Penasco,6383757404,,31.306652,-113.549811,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-03,Brigadista-04
PP647-0194,Adriana Acosta Ortiz,647,Ejido Suviri,Puerto Penasco,6384094587,adriana.94@gmail.com,31.303356,-113.547868,Persuasión,Email,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-02-11,Brigadista-07
PP647-0195,Margarita Morales Mendoza,647,Puerto Viejo,Puerto Penasco,6382707116,,31.303754,-113.547556,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-18,Brigadista-03
PP647-0196,Jorge Gastelum Zazueta,647,Playas de Encanto,Puerto Penasco,6386837206,,31.304446,-113.54695,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-13,Brigadista-10
PP647-0197,Ricardo Moreno Ramirez,647,Ejido Suviri,Puerto Penasco,6388097413,ricardo.91@gmail.com,31.302051,-113.549247,Activación,Email,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-02-18,Brigadista-12
PP647-0198,Patricia Cardenas Esquer,647,Las Conchas,Puerto Penasco,,,31.303066,-113.550841,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-16,Brigadista-01
PP647-0199,Monica Bernal Lizarraga,647,Colonia Pescadores,Puerto Penasco,6389249791,,31.30372,-113.550622,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-09,Brigadista-08
PP647-0200,Francisco Acosta Lizarraga,647,Playas de Encanto,Puerto Penasco,6382916069,francisco.79@gmail.com,31.304777,-113.550007,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-08,Brigadista-06
PP647-0201,Sofia Ruiz Lopez,647,Barrio Antiguo,Puerto Penasco,6385409307,sofia.21@gmail.com,31.306142,-113.548846,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-12,Brigadista-02
PP647-0202,Sergio Ibarra Flores,647,El Cholla,Puerto Penasco,,,31.306656,-113.5503,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-03-08,Brigadista-04
PP647-0203,Hector Flores Cardenas,647,La Marina,Puerto Penasco,,hector.44@gmail.com,31.304741,-113.547727,Persuasión,WhatsApp,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-16,Brigadista-09
PP647-0204,Veronica Moreno Gastelum,647,Barrio Antiguo,Puerto Penasco,,veronica.21@gmail.com,31.305051,-113.54835,Primer contacto,Email,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-09,Brigadista-09
PP647-0205,Maria Hernandez Acosta,647,Ejido Coahuila,Puerto Penasco,,,31.304436,-113.548618,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-06,Brigadista-09
PP647-0206,Manuel Valenzuela Ramirez,647,Los Medanos,Puerto Penasco,6386766993,,31.3033,-113.548309,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-04,Brigadista-01
PP647-0207,Adriana Cruz Ramirez,647,La Marina,Puerto Penasco,6383667199,,31.304219,-113.550909,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-03-12,Brigadista-05
PP647-0208,Francisco Rodriguez Zazueta,647,La Marina,Puerto Penasco,6384928281,,31.301646,-113.549346,Persuasión,SMS,Cerrar el voto — conoce a Alan pero no ha decidido.,2026-01-20,Brigadista-12
PP647-0209,Fernando Garcia Garcia,647,Villa Bonita,Puerto Penasco,6383023227,,31.304652,-113.547545,Primer contacto,SMS,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-11,Brigadista-12
PP647-0210,Miguel Torres Gonzalez,647,Centro,Puerto Penasco,6383753418,,31.3064,-113.55107,Activación,SMS,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-03-02,Brigadista-04
PP647-0211,Fernando Morales Hernandez,647,Playas de Encanto,Puerto Penasco,6383349030,,31.303911,-113.55096,Primer contacto,Email,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-21,Brigadista-12
PP647-0212,Manuel Martinez Ruiz,647,Colonia Nuevo Penasco,Puerto Penasco,6389686388,,31.304886,-113.551479,Primer contacto,Visita,Primera presentacion — no conoce a Alan ni ha decidido.,2026-01-27,Brigadista-12
PP647-0213,Luis Garcia Celaya,647,Villa Bonita,Puerto Penasco,6383214305,,31.302737,-113.54915,Primer contacto,WhatsApp,Primera presentacion — no conoce a Alan ni ha decidido.,2026-03-09,Brigadista-10
PP647-0214,Maria Vazquez Morales,647,Las Conchas,Puerto Penasco,6382014499,,31.305119,-113.551565,Primer contacto,Email,Primera presentacion — no conoce a Alan ni ha decidido.,2026-02-09,Brigadista-09
PP647-0215,Hector Torres Mendoza,647,Puerto Viejo,Puerto Penasco,6386199374,hector.36@gmail.com,31.303846,-113.548859,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-03-07,Brigadista-03
PP647-0216,Luis Ruiz Ibarra,647,El Mirador,Puerto Penasco,6381971500,luis.65@gmail.com,31.305442,-113.549112,Activación,WhatsApp,Reforzar presencia de Alan — ya votaria pero aun no lo conoce.,2026-01-22,Brigadista-08
